                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.59149,                0.88587,                0.38456,                0.86284,                0.96075,                0.98927,                0.98617,                0.85149,                0.95739,                0.98547,                 0.9845,                0.76104,                0.52623,                0.77706,                 0.3293,                0.84423,               0.007624,               0.007624,               0.007624
                    147,                0.59096,                0.87611,                0.37863,                0.86255,                0.95369,                0.99194,                0.98461,                 0.8541,                0.94744,                 0.9853,                 0.9799,                0.76474,                 0.5249,                0.76502,                 0.3211,                0.84669,              0.0076075,              0.0076075,              0.0076075
                    148,                0.58916,                0.87597,                0.37675,                0.87023,                0.95939,                0.99052,                0.98241,                0.85084,                0.95329,                0.98429,                0.97798,                0.75289,                0.52689,                0.78206,                0.32174,                0.84733,               0.007591,               0.007591,               0.007591
                    149,                0.58136,                0.86304,                0.37092,                0.86223,                 0.9561,                0.99195,                0.98081,                0.85312,                 0.9545,                0.98946,                 0.9789,                0.75982,                0.52115,                0.77232,                0.32136,                0.84535,              0.0075745,              0.0075745,              0.0075745
                    150,                 0.5853,                0.88374,                0.37393,                0.86279,                0.95892,                0.99091,                0.98255,                0.85628,                0.95715,                0.98791,                0.98094,                0.76039,                0.51765,                0.76543,                0.32298,                 0.8439,               0.007558,               0.007558,               0.007558
                    151,                0.58772,                0.89051,                0.37441,                0.86489,                0.95218,                0.98851,                0.98021,                0.85214,                0.95981,                0.97183,                 0.9771,                0.75963,                0.51938,                0.76636,                 0.3228,                0.84627,              0.0075415,              0.0075415,              0.0075415
                    152,                 0.5868,                0.87793,                0.37793,                0.86895,                0.95543,                0.99264,                0.98089,                0.85432,                 0.9516,                 0.9852,                0.97786,                0.75629,                0.51912,                  0.766,                0.31841,                 0.8481,               0.007525,               0.007525,               0.007525
                    153,                0.58399,                0.88496,                 0.3749,                0.86915,                0.95583,                0.98844,                0.98385,                0.85928,                0.95216,                0.98369,                0.98082,                0.76204,                0.51953,                0.76617,                0.32461,                0.84668,              0.0075085,              0.0075085,              0.0075085
                    154,                0.59005,                0.88633,                0.37362,                0.86632,                0.96096,                0.98687,                0.98365,                0.85708,                0.96111,                0.98661,                0.98258,                0.76226,                0.51804,                0.76692,                0.31897,                0.84315,               0.007492,               0.007492,               0.007492
                    155,                0.59851,                0.90198,                0.38147,                0.86435,                0.96389,                 0.9912,                0.98439,                0.85273,                 0.9604,                0.98542,                0.98175,                0.75532,                0.52293,                0.77134,                0.32035,                0.84429,              0.0074755,              0.0074755,              0.0074755
                    156,                0.58864,                0.88707,                0.37198,                0.86205,                0.95647,                0.98185,                0.98482,                0.85996,                0.95281,                0.97821,                0.98133,                0.75869,                0.51419,                0.76744,                0.31798,                0.84708,               0.007459,               0.007459,               0.007459
                    157,                0.58082,                0.88591,                0.37159,                0.86284,                0.96554,                0.99366,                0.98447,                0.85375,                0.96248,                0.98931,                0.98075,                0.75977,                0.52862,                0.77625,                0.31704,                0.84822,              0.0074425,              0.0074425,              0.0074425
                    158,                0.59806,                0.88812,                0.37969,                0.86935,                0.96556,                0.98735,                0.98276,                0.85298,                0.95979,                0.98131,                0.97808,                0.75548,                0.52092,                0.76718,                0.32351,                0.84597,               0.007426,               0.007426,               0.007426
                    159,                0.59273,                0.88374,                0.37785,                0.86635,                0.95792,                0.98373,                0.98491,                0.85758,                0.95567,                0.98143,                0.98268,                0.76581,                0.51872,                0.75784,                0.31861,                0.84595,              0.0074095,              0.0074095,              0.0074095
                    160,                0.58133,                 0.9057,                0.37098,                0.86309,                0.95856,                0.98958,                0.98403,                0.85595,                0.95865,                0.98619,                0.98186,                0.75698,                0.51312,                0.76202,                0.31716,                0.84679,               0.007393,               0.007393,               0.007393
                    161,                0.58373,                0.86667,                0.37315,                0.86252,                0.96199,                0.98603,                0.98607,                0.86203,                0.95957,                0.97703,                0.98142,                 0.7669,                0.52362,                0.76315,                0.31682,                  0.845,              0.0073765,              0.0073765,              0.0073765
                    162,                0.58829,                0.86452,                0.37359,                0.86429,                0.96364,                0.98767,                0.98491,                 0.8618,                0.96219,                0.98627,                0.98461,                0.76799,                0.51934,                0.75805,                0.31724,                0.84654,                0.00736,                0.00736,                0.00736
                    163,                0.58664,                0.86708,                0.37379,                0.86108,                0.96188,                0.99019,                0.98711,                0.86016,                0.96033,                0.98644,                0.98591,                 0.7616,                0.51153,                0.75666,                0.31508,                0.84506,              0.0073435,              0.0073435,              0.0073435
                    164,                 0.5871,                0.87387,                0.37043,                0.86499,                0.95936,                0.98889,                0.98593,                0.86149,                0.95752,                0.98481,                0.98463,                0.76148,                0.51525,                 0.7566,                0.31355,                0.84437,               0.007327,               0.007327,               0.007327
                    165,                0.57824,                0.89185,                0.36685,                 0.8614,                0.95242,                0.99308,                0.98349,                0.85069,                0.95177,                0.98795,                0.98097,                0.75211,                0.52983,                0.76917,                0.32089,                0.85268,              0.0073105,              0.0073105,              0.0073105
                    166,                0.58571,                0.88503,                0.36957,                 0.8652,                0.95637,                0.98327,                0.98153,                0.85298,                0.95637,                0.98327,                0.98147,                0.75839,                0.52211,                0.75463,                0.32679,                0.84979,               0.007294,               0.007294,               0.007294
                    167,                 0.5797,                 0.8693,                0.36453,                0.86355,                0.95881,                0.98486,                0.98258,                0.85791,                0.95709,                0.98306,                 0.9807,                0.76471,                 0.5202,                0.75253,                0.32206,                0.84487,              0.0072775,              0.0072775,              0.0072775
                    168,                 0.5849,                0.86927,                0.37338,                0.86264,                0.95602,                0.98908,                0.98489,                0.85646,                0.95788,                0.98319,                0.98249,                0.76536,                0.52381,                0.76002,                0.31825,                0.84339,               0.007261,               0.007261,               0.007261
                    169,                 0.5878,                0.88881,                0.37171,                0.86539,                0.95915,                0.99043,                0.98681,                0.86349,                0.95956,                  0.989,                0.98656,                0.77161,                0.51492,                0.76027,                0.31148,                0.84311,              0.0072445,              0.0072445,              0.0072445
                    170,                0.58869,                0.87044,                0.37208,                0.86057,                0.95821,                0.98919,                0.98564,                0.86157,                0.95901,                0.98561,                0.98367,                0.76471,                 0.5101,                0.75054,                0.31336,                 0.8414,               0.007228,               0.007228,               0.007228
                    171,                0.57954,                0.86459,                0.36463,                0.86282,                0.95909,                0.99281,                0.98669,                0.86295,                0.95637,                 0.9871,                0.98414,                0.76394,                0.51061,                0.75482,                0.31196,                0.84298,              0.0072115,              0.0072115,              0.0072115
                    172,                0.57396,                0.84944,                0.36354,                0.86273,                0.96013,                0.98726,                0.98691,                0.86343,                0.95808,                0.98274,                0.98408,                0.76703,                0.51293,                 0.7609,                0.31135,                0.84177,               0.007195,               0.007195,               0.007195
                    173,                0.57833,                0.88272,                0.36322,                0.86277,                0.96133,                0.98847,                 0.9832,                0.86143,                0.96234,                0.98675,                0.98299,                0.76476,                 0.5069,                0.76214,                0.31093,                0.84404,              0.0071785,              0.0071785,              0.0071785
                    174,                0.57518,                0.87486,                0.36137,                0.86323,                0.96035,                 0.9909,                0.98413,                0.86485,                0.96099,                0.99086,                0.98385,                0.76653,                0.50519,                0.75186,                0.31166,                  0.842,               0.007162,               0.007162,               0.007162
                    175,                0.57963,                0.86436,                 0.3614,                 0.8649,                0.95777,                0.98935,                0.98378,                 0.8596,                0.95619,                0.98589,                0.98174,                0.76704,                0.51503,                0.75543,                0.31042,                0.84468,              0.0071455,              0.0071455,              0.0071455
                    176,                 0.5776,                0.85333,                0.36253,                0.86207,                0.96233,                0.99133,                0.98559,                0.86419,                 0.9593,                0.98817,                0.98324,                0.76789,                0.51113,                0.75504,                 0.3056,                0.84366,               0.007129,               0.007129,               0.007129
                    177,                 0.5779,                0.86599,                0.36975,                0.86027,                0.96572,                0.99097,                0.98348,                0.85693,                0.96217,                0.98806,                 0.9812,                0.75492,                0.51728,                0.76078,                0.31332,                0.84304,              0.0071125,              0.0071125,              0.0071125
                    178,                0.57965,                0.86876,                0.36183,                0.85894,                0.96606,                0.99071,                 0.9861,                0.86249,                0.96295,                0.98757,                0.98327,                0.76428,                0.51282,                0.75548,                 0.3128,                0.84187,               0.007096,               0.007096,               0.007096
                    179,                0.57581,                0.87488,                 0.3592,                0.86236,                0.96156,                0.99272,                0.98403,                0.86179,                0.96028,                 0.9914,                0.98366,                0.76108,                0.50284,                0.74795,                0.30906,                0.84194,              0.0070795,              0.0070795,              0.0070795
                    180,                 0.5726,                0.84843,                0.36164,                0.85775,                0.96252,                0.98602,                0.98292,                0.86395,                0.96284,                0.98585,                0.98138,                0.76683,                0.50788,                0.74665,                  0.309,                0.84146,               0.007063,               0.007063,               0.007063
                    181,                0.57305,                0.85318,                 0.3576,                0.85993,                0.96464,                0.99266,                0.98484,                0.86379,                0.96296,                0.99082,                0.98313,                0.76851,                0.50823,                0.75509,                0.30698,                0.84009,              0.0070465,              0.0070465,              0.0070465
                    182,                0.57618,                0.86226,                0.36584,                0.86237,                0.96339,                0.99203,                0.98653,                0.86807,                0.96143,                0.98907,                0.98477,                0.76527,                0.50569,                0.74713,                0.30521,                0.84292,                0.00703,                0.00703,                0.00703
                    183,                0.57078,                  0.867,                0.35724,                0.86287,                0.95768,                0.98872,                0.98671,                0.86826,                0.95768,                0.98872,                0.98635,                0.77089,                 0.4991,                0.74326,                0.29973,                0.83957,              0.0070135,              0.0070135,              0.0070135
                    184,                0.58078,                0.87165,                0.36024,                0.86168,                 0.9596,                0.98786,                0.98695,                0.86133,                0.95708,                0.98516,                0.98537,                0.76199,                0.51591,                0.76365,                 0.3186,                0.83974,               0.006997,               0.006997,               0.006997
                    185,                0.58201,                0.87694,                0.36036,                0.86353,                  0.961,                0.98914,                0.98691,                0.85964,                0.95738,                0.98509,                0.98392,                0.76396,                 0.5137,                0.74858,                0.31547,                0.84169,              0.0069805,              0.0069805,              0.0069805
                    186,                0.57574,                0.85884,                0.36067,                0.86182,                0.95923,                0.99163,                0.98456,                0.86462,                 0.9585,                0.98678,                0.98183,                0.77462,                0.50654,                 0.7433,                0.30409,                0.84125,               0.006964,               0.006964,               0.006964
                    187,                 0.5674,                 0.8469,                0.35855,                0.85675,                0.96007,                 0.9887,                0.98583,                0.86477,                0.95813,                0.98283,                0.98237,                0.76336,                0.50641,                0.74681,                0.30625,                0.84364,              0.0069475,              0.0069475,              0.0069475
                    188,                0.57154,                0.84918,                0.35937,                0.85882,                0.95749,                0.99269,                0.98592,                0.86396,                0.95645,                0.98839,                0.98501,                0.76802,                0.50067,                0.74327,                0.30522,                0.83934,               0.006931,               0.006931,               0.006931
                    189,                0.57272,                0.84868,                0.35567,                0.85894,                 0.9611,                0.99217,                0.98342,                0.86579,                0.95926,                0.98836,                0.98187,                0.77175,                0.50778,                0.74665,                0.30553,                0.84166,              0.0069145,              0.0069145,              0.0069145
                    190,                0.56403,                 0.8399,                0.35254,                0.85845,                0.95783,                0.99234,                0.98394,                 0.8623,                0.95665,                0.98367,                0.98164,                0.76922,                0.50702,                0.73971,                0.30237,                0.83956,               0.006898,               0.006898,               0.006898
                    191,                0.57832,                0.86414,                0.36068,                0.86058,                0.96002,                0.99483,                0.98696,                0.86763,                0.95768,                0.98839,                0.98503,                0.76797,                 0.5077,                0.74144,                0.30263,                0.83989,              0.0068815,              0.0068815,              0.0068815
                    192,                0.57489,                0.86167,                0.35721,                0.86242,                0.96091,                0.99105,                 0.9858,                0.86201,                0.95923,                0.98791,                0.98431,                0.76639,                0.50931,                0.74282,                0.30476,                0.83888,               0.006865,               0.006865,               0.006865
                    193,                0.57004,                 0.8536,                0.35721,                0.85909,                0.96092,                0.98727,                0.98486,                0.86832,                0.95965,                0.98589,                0.98412,                0.76942,                0.49795,                 0.7402,                0.30354,                0.83855,              0.0068485,              0.0068485,              0.0068485
                    194,                0.57231,                0.83606,                0.35596,                0.85913,                0.95954,                0.99335,                0.98491,                0.86417,                0.95983,                0.99189,                0.98438,                0.76691,                0.50617,                0.74343,                0.30339,                0.84189,               0.006832,               0.006832,               0.006832
                    195,                0.56754,                0.84762,                0.35596,                0.86034,                0.95601,                0.99324,                0.98335,                0.86578,                0.95587,                  0.984,                0.98025,                0.76792,                0.50613,                0.74359,                0.30465,                0.84521,              0.0068155,              0.0068155,              0.0068155
                    196,                0.56514,                0.84259,                0.34931,                0.86004,                0.95805,                 0.9946,                0.98756,                0.86555,                0.95699,                0.99043,                 0.9863,                 0.7652,                0.51056,                0.75739,                0.30383,                0.83958,               0.006799,               0.006799,               0.006799
                    197,                0.56755,                0.86072,                0.35129,                 0.8566,                0.95581,                0.99211,                 0.9868,                0.86745,                0.95674,                0.97911,                0.98196,                0.76886,                0.50788,                0.74807,                0.30085,                0.84189,              0.0067825,              0.0067825,              0.0067825
                    198,                0.56254,                0.83523,                0.34919,                 0.8583,                0.95558,                0.99441,                0.98617,                0.87009,                0.95586,                 0.9855,                0.98317,                0.77102,                0.50122,                0.74215,                 0.3024,                0.83787,               0.006766,               0.006766,               0.006766
                    199,                0.56482,                0.85017,                0.35847,                0.85533,                0.96292,                0.98742,                0.98787,                0.86424,                0.96112,                0.98396,                0.98568,                 0.7783,                0.50969,                0.74507,                 0.3038,                0.84082,              0.0067495,              0.0067495,              0.0067495
                    200,                0.56414,                0.84545,                   0.35,                0.85828,                0.96313,                0.98776,                0.98615,                 0.8662,                0.96108,                0.98514,                0.98421,                0.76586,                0.50701,                0.74528,                0.30392,                0.84169,               0.006733,               0.006733,               0.006733
                    201,                0.55958,                0.85269,                0.35184,                0.86004,                0.96079,                 0.9881,                0.98597,                0.86427,                0.96079,                 0.9881,                0.98582,                 0.7679,                0.50722,                0.74991,                0.30133,                0.84333,              0.0067165,              0.0067165,              0.0067165
                    202,                0.56407,                 0.8547,                0.35271,                0.85928,                0.96185,                0.99209,                 0.9873,                0.86738,                0.96168,                0.98503,                0.98464,                0.76865,                0.50291,                0.74587,                0.30099,                0.83907,                 0.0067,                 0.0067,                 0.0067
                    203,                0.56262,                0.84803,                 0.3543,                0.85522,                0.96134,                0.98532,                0.98606,                0.86847,                0.96135,                0.98522,                0.98565,                0.76691,                0.49831,                0.74232,                0.30529,                0.84094,              0.0066835,              0.0066835,              0.0066835
                    204,                0.56496,                0.87025,                0.35367,                0.86077,                0.96384,                0.99039,                0.98494,                0.86828,                0.96528,                0.98722,                0.98452,                 0.7723,                0.50289,                0.74155,                0.30023,                0.84152,               0.006667,               0.006667,               0.006667
                    205,                 0.5671,                0.84267,                0.35201,                0.85954,                0.96137,                0.98988,                0.98436,                0.87106,                0.96126,                0.98504,                0.98256,                0.76926,                0.49424,                0.73714,                0.30232,                0.83542,              0.0066505,              0.0066505,              0.0066505
                    206,                0.57083,                 0.8496,                0.34994,                0.86274,                0.96532,                0.98727,                0.98606,                0.87227,                0.96503,                0.98621,                0.98561,                 0.7744,                0.49572,                0.73709,                0.30084,                0.83756,               0.006634,               0.006634,               0.006634
                    207,                0.56378,                0.84948,                0.35512,                0.86223,                0.95982,                0.99045,                0.98541,                0.87251,                0.95933,                0.98779,                0.98287,                0.77186,                0.49213,                0.73679,                0.29835,                0.83739,              0.0066175,              0.0066175,              0.0066175
                    208,                 0.5651,                0.82798,                0.34783,                0.85893,                 0.9591,                 0.9942,                0.98542,                0.86977,                0.95488,                0.98967,                0.98282,                0.77236,                  0.494,                 0.7291,                0.29966,                 0.8379,               0.006601,               0.006601,               0.006601
                    209,                0.56137,                0.83106,                 0.3482,                0.85803,                0.95699,                0.99262,                0.98689,                0.87309,                0.96067,                 0.9876,                0.98667,                0.77299,                0.48838,                0.73508,                0.29724,                0.83736,              0.0065845,              0.0065845,              0.0065845
                    210,                0.56364,                0.85122,                0.35106,                0.85497,                0.96092,                0.99342,                0.98554,                0.86748,                0.95662,                0.98888,                0.98275,                0.76608,                0.49877,                0.74114,                0.29878,                0.84101,               0.006568,               0.006568,               0.006568
                    211,                0.55997,                0.83983,                0.34797,                0.85947,                0.96443,                0.99097,                0.98756,                0.87405,                0.96091,                0.98551,                0.98524,                0.77073,                0.49107,                0.73899,                0.29519,                0.84093,              0.0065515,              0.0065515,              0.0065515
                    212,                0.55902,                0.84773,                0.34356,                0.86203,                0.96403,                0.99285,                0.98714,                0.87372,                0.96027,                0.98556,                0.98422,                0.77237,                0.48906,                 0.7328,                0.29123,                0.84112,               0.006535,               0.006535,               0.006535
                    213,                0.56255,                0.86338,                0.34754,                0.85818,                0.95701,                0.99288,                0.98634,                0.87319,                0.95488,                0.98322,                0.98207,                0.76719,                0.49709,                0.73751,                0.29751,                0.84235,              0.0065185,              0.0065185,              0.0065185
                    214,                0.55995,                0.83708,                0.34838,                0.85715,                0.95835,                0.99501,                0.98644,                0.86978,                0.95667,                0.98582,                0.98472,                0.77484,                0.49644,                0.73467,                0.29568,                0.84279,               0.006502,               0.006502,               0.006502
                    215,                0.55749,                0.84041,                0.34229,                0.85367,                0.95624,                0.99211,                0.98701,                0.87141,                 0.9533,                0.98372,                 0.9851,                0.77423,                0.49771,                0.73529,                0.29541,                0.84192,              0.0064855,              0.0064855,              0.0064855
                    216,                 0.5577,                0.82213,                0.34408,                0.85949,                 0.9556,                 0.9905,                0.98547,                0.86817,                 0.9526,                0.98734,                 0.9831,                 0.7715,                0.49716,                0.73215,                0.29876,                0.84166,               0.006469,               0.006469,               0.006469
                    217,                0.55816,                0.85694,                0.34888,                0.85744,                0.95834,                0.99335,                0.98337,                0.87088,                0.95706,                0.98927,                0.98171,                0.76854,                0.49666,                0.73693,                0.29417,                0.83946,              0.0064525,              0.0064525,              0.0064525
                    218,                0.55884,                0.84031,                0.35246,                0.85784,                0.96101,                0.99219,                0.98544,                0.86536,                0.95672,                0.98768,                0.98327,                0.77227,                0.50507,                0.73566,                0.30366,                0.84236,               0.006436,               0.006436,               0.006436
                    219,                0.55642,                0.84561,                0.34461,                0.85796,                0.96047,                0.99234,                0.98534,                0.86917,                0.96229,                0.98529,                0.98422,                0.77776,                0.49682,                0.73516,                0.29709,                0.83862,              0.0064195,              0.0064195,              0.0064195
                    220,                0.55879,                0.85777,                 0.3414,                0.85826,                0.96313,                 0.9899,                0.98572,                  0.871,                0.95688,                0.98262,                0.98098,                0.76914,                0.49147,                0.73802,                0.29454,                0.83791,               0.006403,               0.006403,               0.006403
                    221,                0.56172,                0.83419,                0.34731,                0.85771,                0.96149,                0.99016,                0.98361,                0.87235,                 0.9597,                0.98837,                0.98297,                0.77247,                0.48703,                 0.7323,                0.29336,                0.83432,              0.0063865,              0.0063865,              0.0063865
                    222,                0.55806,                0.83508,                0.34611,                0.85835,                0.96153,                0.99258,                0.98605,                0.87322,                0.95795,                0.98666,                0.98365,                0.77296,                0.49173,                0.73692,                0.29411,                0.83552,                0.00637,                0.00637,                0.00637
                    223,                0.55475,                 0.8444,                0.34431,                0.85247,                0.95939,                 0.9927,                0.98802,                0.86811,                0.95465,                0.98775,                0.98475,                0.76924,                0.49533,                0.73541,                0.29429,                0.83734,              0.0063535,              0.0063535,              0.0063535
                    224,                0.55766,                0.83452,                0.34646,                0.85565,                0.95951,                0.98974,                0.98595,                0.87128,                0.95477,                0.98463,                0.98229,                0.77176,                0.48991,                0.72923,                0.29535,                0.83558,               0.006337,               0.006337,               0.006337
                    225,                0.55005,                0.83933,                0.34333,                0.85618,                0.96528,                0.98869,                0.98543,                0.87201,                0.96169,                0.98514,                0.98266,                0.77209,                 0.4901,                0.73109,                0.29125,                0.83321,              0.0063205,              0.0063205,              0.0063205
                    226,                 0.5539,                0.83722,                 0.3428,                0.85498,                0.96377,                0.99225,                0.98609,                0.87033,                0.95774,                0.98593,                0.98194,                0.77331,                0.49332,                0.73643,                0.29101,                0.83721,               0.006304,               0.006304,               0.006304
                    227,                0.55258,                0.83821,                 0.3417,                0.85442,                0.96193,                0.98955,                0.98733,                0.87229,                0.95748,                0.98507,                0.98437,                0.77213,                 0.4902,                0.72953,                0.29158,                0.83682,              0.0062875,              0.0062875,              0.0062875
                    228,                0.55019,                0.82179,                0.34412,                0.85347,                0.96123,                0.92414,                0.93981,                0.83016,                0.95898,                0.92194,                0.93893,                0.72866,                0.48507,                  0.721,                0.29261,                0.83742,               0.006271,               0.006271,               0.006271
                    229,                0.55799,                0.85104,                0.34646,                 0.8604,                0.95991,                0.98893,                 0.9871,                0.87396,                0.95991,                0.98893,                0.98682,                0.77178,                0.49059,                0.72824,                0.29184,                0.84132,              0.0062545,              0.0062545,              0.0062545
                    230,                0.55221,                0.83823,                0.34885,                0.85839,                0.96212,                0.98969,                0.98585,                 0.8693,                0.95682,                0.98433,                0.98081,                0.77349,                0.48717,                0.72969,                 0.2936,                0.83585,               0.006238,               0.006238,               0.006238
                    231,                0.56004,                 0.8463,                0.34618,                0.85092,                0.96374,                0.98803,                0.98523,                0.86876,                0.95895,                0.98307,                0.98149,                0.76835,                0.48395,                0.73474,                0.29233,                0.83612,              0.0062215,              0.0062215,              0.0062215
                    232,                0.55515,                0.83868,                0.33911,                0.85679,                0.96474,                  0.991,                0.98596,                0.87285,                0.96216,                0.98695,                0.98341,                0.77788,                 0.4835,                0.72698,                0.28844,                0.83373,               0.006205,               0.006205,               0.006205
                    233,                0.54789,                0.83107,                0.33849,                0.85233,                0.96334,                0.99092,                 0.9874,                0.87488,                0.95883,                  0.985,                0.98412,                0.77671,                0.48348,                0.72512,                0.28385,                0.83353,              0.0061885,              0.0061885,              0.0061885
                    234,                0.54891,                0.82986,                0.33977,                0.85172,                0.96276,                0.98677,                0.98756,                0.87356,                0.96098,                0.98498,                0.98583,                0.77292,                0.48696,                0.73324,                0.28866,                 0.8355,               0.006172,               0.006172,               0.006172
                    235,                0.55942,                0.84174,                0.34079,                0.85336,                0.96317,                0.99106,                  0.987,                0.87655,                0.96138,                0.98927,                 0.9854,                0.78156,                0.48992,                0.72845,                0.29118,                0.83457,              0.0061555,              0.0061555,              0.0061555
                    236,                0.54904,                0.84116,                0.33526,                0.85384,                0.96087,                0.99007,                0.98523,                0.87111,                0.95909,                0.98828,                0.98357,                0.77631,                0.49301,                0.73057,                0.29257,                0.83623,               0.006139,               0.006139,               0.006139
                    237,                0.54794,                0.82833,                0.34646,                0.85726,                0.96557,                0.98485,                0.98316,                0.86784,                0.96202,                0.98128,                0.97853,                0.77457,                0.49335,                0.72323,                0.29201,                0.83713,              0.0061225,              0.0061225,              0.0061225
                    238,                 0.5582,                0.84617,                0.34848,                0.85689,                0.96505,                0.98758,                0.98667,                0.87362,                0.96194,                0.98441,                0.98348,                0.77595,                0.49259,                0.72979,                0.28607,                0.83278,               0.006106,               0.006106,               0.006106
                    239,                0.55611,                0.84493,                0.34238,                 0.8564,                0.96342,                0.98968,                0.98613,                0.87447,                0.95853,                0.98477,                0.98112,                0.77521,                0.48842,                0.72488,                0.28564,                0.83402,              0.0060895,              0.0060895,              0.0060895
