                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.69948,                  1.128,                 0.5631,                0.88794,                0.94857,                0.97105,                0.97658,                0.80363,                0.94415,                0.96319,                0.96893,                 0.7002,                 0.6158,                0.98387,                0.46674,                0.86185,             0.00056472,             0.00056472,             0.00056472
                     23,                0.68405,                 1.1067,                0.54244,                0.88254,                0.94346,                0.96627,                0.97323,                0.79539,                0.93931,                0.95404,                0.96435,                0.68352,                0.62156,                0.98087,                0.45523,                 0.8628,             0.00056355,             0.00056355,             0.00056355
                     24,                0.67943,                  1.078,                0.52732,                0.88227,                0.94162,                0.98093,                0.97155,                0.80619,                0.93613,                0.97506,                0.96747,                0.70639,                0.60329,                0.95771,                0.45754,                0.86255,             0.00056239,             0.00056239,             0.00056239
                     25,                0.69059,                 1.0968,                0.54459,                0.88546,                0.93363,                0.97113,                0.96846,                0.80168,                0.93363,                0.97113,                0.96781,                0.71881,                0.61247,                0.94156,                0.45137,                0.86837,             0.00056122,             0.00056122,             0.00056122
                     26,                0.67118,                 1.0892,                0.52264,                 0.8784,                0.94491,                0.97376,                0.97203,                0.80851,                0.94448,                0.97483,                0.97078,                0.71125,                0.60356,                0.91585,                0.43854,                0.86361,             0.00056006,             0.00056006,             0.00056006
                     27,                0.68814,                  1.095,                0.52751,                0.88563,                0.93835,                0.97843,                 0.9715,                0.80358,                0.93448,                0.97444,                 0.9664,                0.71318,                0.61514,                 0.9659,                0.44814,                0.86501,             0.00055889,             0.00055889,             0.00055889
                     28,                0.67453,                 1.0727,                0.51815,                0.88198,                0.93589,                0.97323,                0.97452,                0.80657,                0.93418,                0.97144,                0.97299,                 0.7055,                0.59722,                 0.9551,                0.44072,                0.85968,             0.00055773,             0.00055773,             0.00055773
                     29,                0.66692,                 1.0497,                 0.5019,                 0.8781,                0.94194,                 0.9885,                0.97555,                0.81234,                0.93843,                0.98496,                0.97134,                 0.7059,                0.60321,                0.93245,                0.42945,                0.85814,             0.00055657,             0.00055657,             0.00055657
                     30,                0.68128,                 1.0752,                0.51388,                0.88333,                0.94249,                0.97757,                0.97486,                0.81769,                0.93898,                0.97414,                0.97138,                0.72403,                0.59125,                0.91336,                0.42933,                0.85816,              0.0005554,              0.0005554,              0.0005554
                     31,                0.66179,                 1.0322,                0.50004,                0.88132,                0.93648,                0.98114,                0.97573,                0.81265,                0.93201,                0.97649,                0.97134,                0.71197,                0.59749,                0.91522,                0.45072,                0.85637,             0.00055424,             0.00055424,             0.00055424
                     32,                0.67697,                 1.0692,                0.50337,                0.88622,                0.94971,                 0.9634,                0.97748,                0.81641,                 0.9539,                0.95809,                 0.9732,                0.71395,                0.59383,                 0.9064,                 0.4246,                0.85871,             0.00055307,             0.00055307,             0.00055307
                     33,                0.66489,                 1.0599,                0.48832,                0.87872,                0.94606,                0.98822,                0.97579,                0.80515,                 0.9361,                0.97972,                0.96587,                0.68496,                 0.5969,                0.94239,                0.41969,                0.86016,             0.00055191,             0.00055191,             0.00055191
                     34,                0.65426,                 1.0361,                0.48016,                 0.8758,                0.94544,                0.98108,                0.97651,                0.81639,                0.94328,                0.97884,                0.97545,                0.72239,                0.58401,                0.88333,                0.42882,                 0.8589,             0.00055074,             0.00055074,             0.00055074
                     35,                0.64893,                 1.0375,                0.48803,                0.87378,                0.94721,                0.97492,                0.97659,                0.81131,                0.94262,                0.96977,                0.97228,                0.70953,                0.60445,                 0.9526,                0.42373,                0.86634,             0.00054958,             0.00054958,             0.00054958
                     36,                0.65716,                 1.0513,                0.48668,                0.87945,                0.94114,                0.97905,                0.97403,                0.81466,                0.93928,                0.97712,                0.97347,                0.72217,                0.59328,                0.90776,                0.42296,                0.85999,             0.00054842,             0.00054842,             0.00054842
                     37,                0.65799,                 1.0279,                0.47708,                 0.8785,                0.95298,                0.97656,                0.98011,                0.81953,                0.95021,                0.97665,                0.97746,                0.73298,                0.58346,                0.87809,                   0.41,                0.85263,             0.00054725,             0.00054725,             0.00054725
                     38,                0.65429,                 1.0291,                0.47752,                0.87477,                0.94655,                0.98169,                0.97501,                0.81593,                0.94152,                0.97665,                 0.9693,                0.71561,                0.57942,                0.88859,                 0.4044,                0.85588,             0.00054609,             0.00054609,             0.00054609
                     39,                0.65642,                 1.0266,                0.47294,                0.88225,                0.94614,                 0.9826,                0.97329,                0.81862,                0.94378,                0.98033,                0.96919,                0.72776,                0.58385,                0.87389,                0.40713,                0.85738,             0.00054492,             0.00054492,             0.00054492
                     40,                0.64976,                 1.0103,                0.45938,                0.87733,                0.94018,                0.97807,                0.97513,                0.82254,                0.93782,                0.97358,                0.96951,                0.72479,                0.57806,                0.88382,                0.40949,                0.85805,             0.00054376,             0.00054376,             0.00054376
                     41,                0.65459,                 1.0291,                0.46406,                0.88254,                0.94358,                0.97755,                0.97704,                0.81447,                0.93809,                0.97178,                0.96856,                0.71983,                0.58959,                 0.8923,                0.41173,                0.85762,             0.00054259,             0.00054259,             0.00054259
                     42,                0.64518,                 1.0243,                0.47047,                0.87347,                0.95148,                0.97505,                0.97458,                0.82198,                0.95098,                0.97453,                0.97361,                0.72505,                0.58337,                0.88889,                0.40917,                0.85323,             0.00054143,             0.00054143,             0.00054143
                     43,                0.65199,                 1.0184,                0.45648,                0.87956,                0.94708,                0.98185,                0.97522,                0.82209,                0.94485,                0.97954,                0.97337,                0.73071,                0.56791,                0.85749,                0.39083,                0.84766,             0.00054027,             0.00054027,             0.00054027
                     44,                0.63803,                0.99089,                0.45502,                0.87571,                 0.9544,                0.97066,                0.97798,                0.81926,                0.94944,                0.96499,                0.97206,                0.71993,                0.57568,                0.87012,                0.39729,                 0.8523,              0.0005391,              0.0005391,              0.0005391
                     45,                0.63735,                0.98312,                0.45584,                0.87655,                0.94706,                0.98635,                0.97699,                0.81602,                0.94166,                 0.9786,                0.97365,                0.72209,                0.60276,                0.85663,                0.40584,                0.86285,             0.00053794,             0.00053794,             0.00053794
                     46,                0.64211,                0.98938,                0.46327,                0.87586,                0.95461,                0.97635,                0.97831,                0.82879,                0.95174,                0.97365,                0.97453,                0.72217,                0.57066,                 0.8704,                 0.3912,                0.85299,             0.00053677,             0.00053677,             0.00053677
                     47,                 0.6415,                 0.9922,                0.45341,                0.87551,                0.94934,                0.97766,                0.97837,                0.82737,                0.94934,                0.97766,                 0.9779,                0.72262,                0.57318,                0.86327,                0.38275,                0.85173,             0.00053561,             0.00053561,             0.00053561
                     48,                 0.6345,                0.98298,                0.45161,                0.87423,                0.95669,                0.97711,                0.97807,                0.82413,                0.95278,                0.97302,                0.97234,                0.73437,                0.57326,                0.86025,                0.38431,                0.85228,             0.00053444,             0.00053444,             0.00053444
                     49,                0.63451,                0.98803,                0.44364,                 0.8773,                0.95191,                0.98092,                0.97873,                 0.8274,                0.95191,                0.98092,                0.97812,                 0.7317,                0.57619,                0.86055,                0.39758,                0.85132,             0.00053328,             0.00053328,             0.00053328
                     50,                0.64577,                0.99861,                0.45339,                0.87509,                0.95386,                 0.9831,                0.97968,                0.82471,                0.94979,                0.97907,                0.97516,                0.72587,                0.57465,                0.86254,                0.39055,                0.85096,             0.00053212,             0.00053212,             0.00053212
                     51,                0.64425,                 1.0263,                0.44664,                0.87504,                0.94293,                0.98069,                0.97723,                0.82443,                0.94243,                0.98017,                 0.9761,                0.72809,                0.56776,                0.87749,                 0.3827,                0.85259,             0.00053095,             0.00053095,             0.00053095
                     52,                0.64486,                0.99456,                0.43754,                0.87773,                0.95112,                 0.9753,                0.97843,                0.82656,                0.95018,                0.97435,                 0.9767,                0.72029,                0.56961,                0.87641,                0.37659,                 0.8531,             0.00052979,             0.00052979,             0.00052979
                     53,                0.62967,                0.96987,                0.43282,                0.87374,                0.95953,                0.96735,                0.97738,                0.83013,                0.95902,                0.96684,                0.97586,                0.73079,                0.55983,                0.85345,                0.38242,                0.84996,             0.00052862,             0.00052862,             0.00052862
                     54,                0.63634,                 1.0069,                0.43762,                0.87462,                0.94726,                0.98039,                0.97786,                0.82979,                0.94726,                0.98039,                0.97721,                0.73739,                0.57445,                0.85247,                0.38552,                0.85227,             0.00052746,             0.00052746,             0.00052746
                     55,                0.62244,                 0.9657,                  0.429,                0.86887,                0.94457,                 0.9887,                0.97911,                 0.8266,                0.94397,                0.98516,                0.97815,                0.72797,                0.56397,                0.84904,                0.38803,                0.84979,              0.0005263,              0.0005263,              0.0005263
                     56,                0.62708,                0.98646,                 0.4318,                0.87221,                0.94203,                0.98939,                0.97911,                0.82834,                0.95427,                0.96633,                0.97462,                 0.7258,                0.57043,                0.85604,                0.37757,                0.85345,             0.00052513,             0.00052513,             0.00052513
                     57,                0.62264,                0.97641,                0.42526,                0.87598,                0.95089,                0.97459,                0.97519,                0.82147,                0.95042,                0.96685,                 0.9667,                0.71747,                0.57102,                0.85622,                0.37825,                0.85306,             0.00052397,             0.00052397,             0.00052397
                     58,                 0.6237,                0.96099,                0.43114,                0.87297,                0.95418,                0.97065,                0.97625,                0.82896,                0.95228,                0.96893,                 0.9742,                0.73303,                0.56076,                0.83812,                0.37612,                0.85013,              0.0005228,              0.0005228,              0.0005228
                     59,                0.62782,                0.95956,                0.42525,                0.87244,                0.95132,                0.97895,                0.97707,                0.82837,                0.95106,                0.97703,                0.97584,                0.73241,                0.56379,                 0.8329,                0.37238,                  0.855,             0.00052164,             0.00052164,             0.00052164
                     60,                0.62891,                0.98797,                0.42606,                0.87449,                  0.956,                 0.9846,                0.97713,                0.83324,                  0.956,                 0.9846,                0.97636,                0.73291,                0.54746,                0.82653,                0.36654,                0.85118,             0.00052047,             0.00052047,             0.00052047
                     61,                 0.6175,                0.96766,                0.41801,                0.87449,                 0.9528,                0.98023,                0.98121,                0.83762,                0.95094,                0.97834,                0.97916,                0.73449,                0.54851,                0.82698,                0.35794,                0.84728,             0.00051931,             0.00051931,             0.00051931
                     62,                0.62537,                 0.9623,                0.42081,                0.87324,                0.95497,                0.97513,                0.98097,                0.84203,                0.95326,                0.97334,                0.97803,                0.75037,                0.54491,                0.81751,                0.36522,                0.84282,             0.00051815,             0.00051815,             0.00051815
                     63,                0.61611,                0.94867,                0.41507,                0.86945,                0.96136,                0.97688,                0.98031,                0.83983,                0.95972,                0.97493,                0.97849,                0.74317,                0.55024,                0.82166,                0.36243,                0.84561,             0.00051698,             0.00051698,             0.00051698
                     64,                0.61503,                0.94604,                0.41487,                0.86864,                0.94785,                 0.9827,                0.98093,                0.83945,                0.94332,                0.98432,                0.98043,                0.74193,                0.55336,                0.83635,                0.36412,                0.85008,             0.00051582,             0.00051582,             0.00051582
                     65,                0.62456,                0.96554,                0.42006,                0.87187,                0.96325,                0.97769,                0.97797,                0.82934,                  0.957,                0.97138,                0.96989,                0.72465,                0.57307,                0.91432,                0.36918,                0.85601,             0.00051465,             0.00051465,             0.00051465
                     66,                0.61905,                 0.9628,                0.41508,                0.86889,                0.95572,                0.96867,                0.98117,                0.84196,                0.95406,                0.96588,                0.97709,                0.73829,                0.54537,                0.82039,                0.35881,                0.84658,             0.00051349,             0.00051349,             0.00051349
                     67,                0.61887,                0.96215,                0.41438,                0.86687,                0.95157,                0.98172,                0.98049,                 0.8324,                0.94919,                0.97609,                0.97596,                0.73079,                0.56054,                0.85062,                0.35876,                 0.8453,             0.00051232,             0.00051232,             0.00051232
                     68,                0.62506,                0.95815,                 0.4155,                0.87175,                 0.9516,                0.98144,                0.97804,                0.83512,                0.94976,                0.97974,                0.97549,                0.73646,                0.55106,                0.83742,                0.36255,                0.84633,             0.00051116,             0.00051116,             0.00051116
                     69,                0.60949,                0.94993,                0.40781,                 0.8655,                0.95652,                0.98525,                0.97927,                0.83717,                0.95558,                 0.9843,                0.97873,                0.73854,                0.54596,                0.82211,                 0.3562,                0.84738,                0.00051,                0.00051,                0.00051
                     70,                0.61294,                0.95659,                0.40806,                0.86818,                0.96018,                0.98756,                0.98314,                0.83751,                 0.9583,                0.98584,                0.98082,                0.74244,                0.54932,                0.81968,                0.35827,                0.84765,             0.00050883,             0.00050883,             0.00050883
                     71,                0.62321,                0.96183,                0.41516,                0.87268,                0.95507,                0.97602,                0.98226,                0.83859,                0.95507,                0.97602,                0.98174,                0.73632,                0.55166,                0.83103,                0.36443,                0.84712,             0.00050767,             0.00050767,             0.00050767
                     72,                0.61902,                0.94344,                0.41589,                0.87046,                0.95329,                 0.9859,                0.98243,                0.83871,                0.95146,                0.98355,                0.97971,                0.72973,                0.54297,                 0.8256,                0.36332,                0.84599,              0.0005065,              0.0005065,              0.0005065
                     73,                 0.6104,                0.94477,                0.40233,                0.86703,                0.94773,                0.98325,                0.98159,                0.84471,                0.94773,                0.98325,                 0.9809,                0.74684,                0.53953,                0.80999,                0.35411,                0.84622,             0.00050534,             0.00050534,             0.00050534
                     74,                0.61253,                0.94539,                0.41047,                0.86949,                0.95828,                0.98289,                0.97967,                 0.8327,                0.95665,                0.98159,                  0.977,                0.73676,                0.55126,                0.83379,                0.36024,                0.84806,             0.00050417,             0.00050417,             0.00050417
                     75,                0.61256,                0.95263,                0.40853,                0.86545,                0.95889,                0.97988,                0.98205,                0.84322,                0.95333,                0.97451,                0.97589,                0.74838,                0.54366,                0.81278,                 0.3489,                0.84148,             0.00050301,             0.00050301,             0.00050301
                     76,                0.60571,                0.93565,                 0.3969,                0.86381,                0.95493,                0.98627,                0.97622,                0.83944,                0.95196,                 0.9831,                 0.9742,                0.74295,                0.54103,                0.81406,                0.35638,                0.84118,             0.00050185,             0.00050185,             0.00050185
                     77,                0.60757,                0.94447,                0.39699,                0.86627,                0.94807,                0.98819,                0.98024,                 0.8371,                0.95025,                0.98152,                0.97633,                0.73014,                0.54265,                0.82635,                0.35012,                0.84402,             0.00050068,             0.00050068,             0.00050068
                     78,                0.60712,                0.92634,                 0.3976,                 0.8657,                  0.953,                0.99143,                0.98206,                0.83913,                0.94943,                0.98775,                  0.979,                0.74518,                0.55459,                0.85228,                0.35062,                0.84581,             0.00049952,             0.00049952,             0.00049952
                     79,                0.60636,                0.95828,                0.39775,                 0.8658,                0.96107,                0.97677,                0.97965,                0.84498,                0.96056,                0.97626,                0.97924,                  0.744,                0.54646,                0.81968,                0.34284,                 0.8434,             0.00049835,             0.00049835,             0.00049835
                     80,                0.60396,                0.93817,                0.39595,                0.86936,                0.95733,                0.98243,                0.98016,                0.84413,                0.95733,                0.98243,                0.97964,                0.74546,                 0.5371,                0.81286,                0.35049,                0.84506,             0.00049719,             0.00049719,             0.00049719
                     81,                0.61221,                0.94421,                0.40183,                0.86667,                0.95572,                0.97639,                0.98166,                0.84183,                0.94637,                 0.9721,                0.97369,                 0.7385,                0.54179,                0.80982,                 0.3455,                  0.844,             0.00049603,             0.00049603,             0.00049603
                     82,                0.61027,                0.93787,                0.39877,                0.86865,                0.95814,                0.98429,                0.98324,                0.83795,                0.95775,                0.97893,                0.98042,                 0.7382,                0.54289,                0.81813,                0.35609,                0.84585,             0.00049486,             0.00049486,             0.00049486
                     83,                0.59927,                0.92038,                 0.3902,                0.86541,                0.95115,                0.98535,                0.98032,                 0.8425,                0.94729,                0.97477,                0.97303,                0.74343,                0.53759,                0.80011,                0.34777,                0.84369,              0.0004937,              0.0004937,              0.0004937
                     84,                0.59725,                0.92176,                0.39256,                0.86275,                0.95031,                0.98475,                0.97904,                0.83842,                0.94536,                0.97748,                0.97236,                 0.7395,                0.55073,                0.81302,                  0.354,                0.84631,             0.00049253,             0.00049253,             0.00049253
                     85,                0.61156,                0.94258,                0.39549,                0.86614,                0.95367,                 0.9857,                0.97893,                0.83853,                 0.9517,                 0.9724,                0.97315,                0.73884,                0.54936,                0.81037,                0.34661,                 0.8473,             0.00049137,             0.00049137,             0.00049137
                     86,                0.60591,                0.93229,                0.39612,                0.86818,                0.95402,                0.98884,                0.98162,                0.84843,                0.95371,                0.98653,                0.98108,                 0.7493,                 0.5403,                0.80531,                0.33951,                0.84566,              0.0004902,              0.0004902,              0.0004902
                     87,                0.59697,                0.91281,                0.38586,                 0.8662,                0.95807,                0.98073,                0.98016,                0.84127,                0.95864,                0.97986,                0.97961,                0.75224,                0.54129,                 0.8105,                0.34334,                0.84388,             0.00048904,             0.00048904,             0.00048904
                     88,                0.60056,                0.94241,                0.39046,                0.86652,                0.96426,                0.98389,                0.98273,                0.84546,                0.96372,                0.98334,                0.98246,                0.75668,                0.53546,                0.79356,                 0.3463,                0.84306,             0.00048788,             0.00048788,             0.00048788
                     89,                0.60621,                0.92967,                0.39197,                0.86502,                0.95564,                0.98525,                0.98263,                0.85098,                0.95564,                0.98525,                0.98179,                0.74692,                0.52741,                0.80382,                0.33403,                0.84232,             0.00048671,             0.00048671,             0.00048671
                     90,                0.59231,                0.90396,                 0.3773,                0.85994,                0.95197,                0.98746,                0.97987,                0.84522,                0.94898,                 0.9843,                0.97749,                0.75378,                 0.5444,                0.82126,                0.34558,                0.84351,             0.00048555,             0.00048555,             0.00048555
                     91,                0.59638,                0.90941,                0.38521,                0.86149,                0.95282,                0.98289,                0.97951,                 0.8489,                0.95231,                0.98238,                0.97907,                0.75019,                0.53134,                0.79784,                0.33932,                 0.8429,             0.00048438,             0.00048438,             0.00048438
                     92,                0.59517,                0.91869,                 0.3792,                0.86147,                0.95328,                0.98652,                0.97941,                0.84253,                0.94915,                0.98248,                0.97578,                0.74577,                0.53866,                0.79508,                0.33905,                0.84223,             0.00048322,             0.00048322,             0.00048322
                     93,                0.58668,                0.90668,                0.37885,                0.86301,                0.96155,                0.98851,                0.98269,                0.85088,                0.96056,                0.98066,                0.97897,                0.74619,                0.53366,                0.79546,                0.33698,                0.84428,             0.00048205,             0.00048205,             0.00048205
